Date,Title,Tickers,Sentiment,Global Sentiment,Pct_Change
2010-08-12,S&P 500 Drops as Economic Recovery Concerns Intensify,"[""['SPY']""]",{'SPY': -1},-1,{'SPY': -0.006130121930065235}
2010-08-12,MSCI Asia Pacific Index and European Stocks Fall Amidst Global Market Weakness,"[""['MXAP', 'VGK']""]",{'VGK': 0},0,{'VGK': -0.0006653105707765672}
2010-08-12,U.S. Jobless Claims Reach Highest Level Since Mid-February,"[""['^GSPC']""]",{'^GSPC': -1},-1,{'^GSPC': -0.0053787488495717906}
2010-08-12,"Federal Reserve Indicates Slower Growth, Considers Additional Stimulus","[""['SPY']""]",{'SPY': -1},-1,{'SPY': -0.006130121930065235}
2010-08-12,Technology Stocks in S&P 500 Suffer Largest Industry Decline,"[""['SPY']""]",{'SPY': -1},-1,{'SPY': -0.006130121930065235}
2010-08-12," Global IT Spending Growth Expected to Slow, According to Goldman Sachs","[""['ACWI']""]",{'ACWI': 0},0,{'ACWI': -0.0029673269867180885}
2010-08-12, Swiss Franc Strengthens Against Major Currencies Following EU Industrial Output Decline,"[""['EWL']""]",{'EWL': 1},1,{'EWL': 0.012416582585041747}
2010-08-12, Luxury Automaker BMW Leads Decline in European Stocks,"[""['BMWYY']""]",{'BMWYY': -1},-1,{'BMWYY': -0.014364610563605273}
2010-08-12, U.S. Treasuries Dip Following $16 Billion 30-Year Bond Sale,"[""['^GSPC']""]",{'^GSPC': -1},-1,{'^GSPC': -0.0053787488495717906}
2010-08-12, Crude Oil Settles at Lowest Since July 12 Amidst Rising U.S. Fuel Stockpiles,"[""['CL=F']""]",{'CL=F': -1},-1,{'CL=F': -0.029223261694404257}
2010-08-12, Gold Futures See Largest Gain in Eight Weeks,"[""['GC=F']""]",{'GC=F': 1},1,{'GC=F': 0.01444680486691019}
2010-08-12, Fertilizer Company Shares Rise on USDA Crop Production Forecast,"[""['MOO']""]",{'MOO': 1},1,{'MOO': 0.01541797461852612}
2010-08-12, Emerging Markets Index Faces Steepest Sell-Off Since Early July,"[""['EEM']""]",{'EEM': 0},0,{'EEM': 0.001732800816168556}
2010-08-13,U.S. Stocks Fall for Fourth Day Amid Unexpected Retail Sales Drop,"[""['SPY']""]",{'SPY': 0},0,{'SPY': -0.0029455670336412387}
2010-08-13,"Oil Prices Hit One-Month Low, Treasuries Rally as Inflation Rises","[""['CL=F', 'TLT']""]","{'CL=F': 0, 'TLT': 1}",1,"{'CL=F': -0.004621052072784848, 'TLT': 0.012471266558725214}"
2010-08-13,S&P 500 Sees Largest Weekly Decline Since Early July,"[""['SPY']""]",{'SPY': 0},0,{'SPY': -0.0029455670336412387}
2010-08-13,"German GDP Growth Hits 20-Year High, European Concerns Persist","[""['EWG']""]",{'EWG': -1},-1,{'EWG': -0.008374580418274435}
2010-08-13,Consumer Confidence Exceeds Expectations Despite Economic Slowdown Fears,"[""['ACWI']""]",{'ACWI': 0},0,{'ACWI': -0.0009917932758882753}
2010-08-13,"Ten-Year Treasury Yields Fall, Signaling Third Consecutive Weekly Rally","[""['^TNX']""]",{'^TNX': -1},-1,{'^TNX': -0.017184619063322693}
2010-08-13,"Retail Sector Leads S&P 500 Decline, Nordstrom and J.C. Penney Shares Drop","[""['XRT', 'JWN', 'SPY']""]","{'XRT': -1, 'JWN': -1, 'SPY': 0}",-1,"{'XRT': -0.016795087080602622, 'JWN': -0.07147134267571487, 'SPY': -0.0029455670336412387}"
2010-08-13,Dollar Index on Track for Weekly Gain Amid U.S. Economic Recovery Doubts,"[""['DXY', 'SPY']""]",{'SPY': 0},0,{'SPY': -0.0029455670336412387}
2010-08-13,"Credit Default Swaps Index Falls Slightly, Reflecting Improved Investor Confidence","[""['^GSPC']""]",{'^GSPC': 0},0,{'^GSPC': -0.004023574358396065}
2010-08-13, German Bund Yields Reach Record Low Since 1989,"[""['EWG']""]",{'EWG': -1},-1,{'EWG': -0.008374580418274435}
2010-08-13, Greek and Spanish Bond Yields Surge Amid Debt Concerns,"[""['GREK', 'EWP']""]",{'EWP': -1},-1,{'EWP': -0.015698555906652256}
2010-08-13, Spanish Banks' ECB Borrowing Hits Record High in July,"[""['EWP']""]",{'EWP': -1},-1,{'EWP': -0.015698555906652256}
2010-08-13, Commodities Index Registers First Weekly Decline in Six Weeks,"[""['ACWI']""]",{'ACWI': 0},0,{'ACWI': -0.0009917932758882753}
2010-08-13, Crude Oil Futures Experience Largest Weekly Drop Since Early July,"[""['CL=F']""]",{'CL=F': 0},0,{'CL=F': -0.004621052072784848}
2010-08-16,Treasuries and Gold Rally Amid Economic Growth Concerns,"[""['GLD', 'TLT']""]","{'GLD': 1, 'TLT': 1}",1,"{'GLD': 0.008337590626369185, 'TLT': 0.02502732023286769}"
2010-08-16,10-Year Treasury Yields Hit 16-Month Low,"[""['^TNX']""]",{'^TNX': -1},-1,{'^TNX': -0.042038659821475255}
2010-08-16,S&P 500 Sees Slight Increase as Dollar Weakens,"[""['SPY', 'UUP']""]","{'SPY': 0, 'UUP': -1}",-1,"{'SPY': -0.00046167284707876455, 'UUP': -0.006221523394799089}"
2010-08-16,Gold Futures Reach Highest Price Since Early July,"[""['GLD']""]",{'GLD': 1},1,{'GLD': 0.008337590626369185}
2010-08-16,Global Demand for U.S. Financial Assets Rises in June,"[""['SPY']""]",{'SPY': 0},0,{'SPY': -0.00046167284707876455}
2010-08-16,"Japan's Economy Grows at 0.4 Percent, Below Forecasts","[""['EWJ']""]",{'EWJ': 1},1,{'EWJ': 0.00741530187149686}
2010-08-16,New York Manufacturing Growth Slower Than Expected,"[""['SPY']""]",{'SPY': 0},0,{'SPY': -0.00046167284707876455}
2010-08-16,Two-Year Treasury Yields Drop to Record Low,"[""['^TNX']""]",{'^TNX': -1},-1,{'^TNX': -0.042038659821475255}
2010-08-16, Federal Reserve to Purchase Treasuries to Reduce Borrowing Costs,"[""['SPY']""]",{'SPY': 0},0,{'SPY': -0.00046167284707876455}
2010-08-16, Copper and Lead Prices Surge on Commodity Markets,"[""['HG=F', 'LD=F']""]",{'HG=F': 1},1,{'HG=F': 0.007842552661984081}
2010-08-16, Goldman Sachs Predicts Support for Raw-Material Prices,"[""['GS']""]",{'GS': 0},0,{'GS': -0.002160944284982813}
2010-08-16, U.S. Stock Trading Volume Nears 2010 Low,"[""['SPY']""]",{'SPY': 0},0,{'SPY': -0.00046167284707876455}
2010-08-16, Freeport-McMoRan and Newmont Mining Stocks Advance,"[""['FCX', 'NEM']""]","{'FCX': 0, 'NEM': 1}",1,"{'FCX': 0.007992123228172776, 'NEM': 0.01745400813131659}"
2010-08-16, U.S. Banks Ease Loan Standards in Second Quarter,"[""['SPY']""]",{'SPY': 0},0,{'SPY': -0.00046167284707876455}
2010-08-16, $1.9 Trillion Wiped from Global Equity Value Post-Fed Statement,"[""['ACWI']""]",{'ACWI': 1},1,{'ACWI': 0.005213402597632921}
2010-08-16, New York's General Economic Index Shows Modest Expansion,"[""['SPY']""]",{'SPY': 0},0,{'SPY': -0.00046167284707876455}
2010-08-16, Stoxx Europe 600 Index Remains Steady Amid Mixed Stock Performance,"[""['^STOXX']""]",{'^STOXX': 0},0,{'^STOXX': 0.0001956607146482714}
2010-08-16, BP Shares Fall After Delay in Relief Well Operations,"[""['BP']""]",{'BP': -1},-1,{'BP': -0.013614856986866708}
2010-08-16, Dollar Weakens Against Yen and Euro,"[""['FXY', 'FXE']""]","{'FXY': 1, 'FXE': 1}",1,"{'FXY': 0.011416100728485867, 'FXE': 0.005193482431052221}"
2010-08-16, German and U.K. Bond Yields Decrease,"[""['EWG', 'EWU']""]","{'EWG': 0, 'EWU': 0}",0,"{'EWG': 0.004470966152222866, 'EWU': 0.00325117714626999}"
2010-08-16," Latin American Stocks Rise, Led by Lan Airlines","[""['ILF', 'LTM']""]",{'ILF': 1},1,{'ILF': 0.01220610738416994}
2010-08-16, MSCI Emerging Markets Index Recovers After Previous Week's Loss,"[""['EEM']""]",{'EEM': 1},1,{'EEM': 0.009341618353135628}
2010-08-17,S&P 500 Records Largest Gain in Two Weeks on Earnings and Potash Bid,"[""['SPY']""]",{'SPY': 1},1,{'SPY': 0.012285120182235154}
2010-08-17,"Oil Prices Rebound, Ending Five-Day Decline","[""['CL=F']""]",{'CL=F': 1},1,{'CL=F': 0.007044109441051605}
2010-08-17,U.S. Treasuries and Dollar Weaken Amid Market Movements,"[""['^GSPC', 'DX-Y.NYB']""]","{'^GSPC': 1, 'DX-Y.NYB': -1}",0,"{'^GSPC': 0.012192216013040102, 'DX-Y.NYB': -0.0036349863904098223}"
2010-08-17,Agricultural Stocks Rally Following $39 Billion Potash Corp. Takeover Bid,"[""['MOO']""]",{'MOO': 1},1,{'MOO': 0.048832170551432075}
2010-08-17,"Wal-Mart, Home Depot, and Carlsberg Beat Earnings Estimates","[""['WMT', 'HD', 'CABGY']""]","{'WMT': 1, 'HD': 1, 'CABGY': 1}",1,"{'WMT': 0.012100348437849906, 'HD': 0.03396662485007429, 'CABGY': 0.01739125382127371}"
2010-08-17,Potash Corp. Rejects BHP Billiton's Takeover Offer as Inadequate,"[""['POT', 'BHP']""]",{'BHP': -1},-1,{'BHP': -0.024047426866453003}
2010-08-17,"U.S. Industrial Production Rises, Exceeding Economist Forecasts","[""['^GSPC']""]",{'^GSPC': 1},1,{'^GSPC': 0.012192216013040102}
2010-08-17,Wholesale Costs in U.S. Increase for First Time in Four Months,"[""['^GSPC']""]",{'^GSPC': 1},1,{'^GSPC': 0.012192216013040102}
2010-08-17,Housing Starts in U.S. Rise Less Than Expected,"[""['^GSPC']""]",{'^GSPC': 1},1,{'^GSPC': 0.012192216013040102}
2010-08-17," Global Economic Recovery Well Underway, Says Mark Mobius","[""['ACWI']""]",{'ACWI': 1},1,{'ACWI': 0.01111386711250284}
2010-08-17, Potash Corp. Shares Surge After Rejecting BHP's Proposal,"[""['POT', 'BHP']""]",{'BHP': -1},-1,{'BHP': -0.024047426866453003}
2010-08-17, Fertilizer Makers Mosaic Co. and CF Industries Holdings Inc. Rise on Consolidation Speculation,"[""['MOS', 'CF']""]","{'MOS': 1, 'CF': 1}",1,"{'MOS': 0.087424095650251, 'CF': 0.0465775902467247}"
2010-08-17, Stryker Corp. in Talks to Acquire Boston Scientific's Pain-Management Unit,"[""['SYK', 'BSX']""]","{'SYK': 1, 'BSX': 1}",1,"{'SYK': 0.004302261149719211, 'BSX': 0.06032914318112814}"
2010-08-17," Global Takeovers Reach $1.22 Trillion, Up 17% from Last Year","[""['ACWI']""]",{'ACWI': 1},1,{'ACWI': 0.01111386711250284}
2010-08-17, Yen and Dollar Decline Against Major Counterparts,"[""['FXY', 'UUP']""]","{'FXY': 0, 'UUP': -1}",-1,"{'FXY': -0.002067877553145414, 'UUP': -0.0033388970664465223}"
2010-08-17, Canadian Dollar Strengthens Amid Market Movements,"[""['EWC']""]",{'EWC': 1},1,{'EWC': 0.028371394563718733}
2010-08-17, Carlsberg and Wienerberger AG Stocks Advance on Positive Earnings,"[""['CARL-B.CO', 'WIE.VI']""]","{'CARL-B.CO': 1, 'WIE.VI': 1}",1,"{'CARL-B.CO': 0.020612466813544783, 'WIE.VI': 0.09329918379652846}"
2010-08-17, German Investor Confidence Falls to 16-Month Low,"[""['EWG']""]",{'EWG': 1},1,{'EWG': 0.016815069682377892}
2010-08-17, Emerging-Market Stocks Rise for Third Consecutive Day,"[""['EEM']""]",{'EEM': 1},1,{'EEM': 0.010472180777876483}
2010-08-17, China Reduces U.S. Treasury Holdings by Record Amount,"[""['FXI', 'TLT']""]","{'FXI': 1, 'TLT': -1}",0,"{'FXI': 0.008394839336173021, 'TLT': -0.005722194438306127}"
2010-08-17, Spanish and Irish Bond Yields Decrease After Successful Debt Sales,"[""['EWP', 'EIRL']""]","{'EWP': 1, 'EIRL': 0}",1,"{'EWP': 0.008997393692922628, 'EIRL': 0.0}"
2010-08-17, Copper and Other Metals Gain on London Metal Exchange,"[""['^FTSE']""]",{'^FTSE': 1},1,{'^FTSE': 0.014120277974463358}
2010-08-17, Hog Futures Rise on Strong Demand Expectations Ahead of U.S. Labor Day Holiday,"[""['^GSPC']""]",{'^GSPC': 1},1,{'^GSPC': 0.012192216013040102}
2010-08-18,U.S. Stocks Rise Amid M&A Speculation Despite Oil Decline,"[""['^GSPC']""]",{'^GSPC': 0},0,{'^GSPC': 0.0014827787168125717}
2010-08-18,Treasuries Pare Gains as Long-Term Yields Approach Yearly Low,"[""['^TNX']""]",{'^TNX': 0},0,{'^TNX': -0.0015122678753992647}
2010-08-18,"S&P 500 Index Increases, Adding to Previous Rally","[""['^GSPC']""]",{'^GSPC': 0},0,{'^GSPC': 0.0014827787168125717}
2010-08-18,U.S. Petroleum Stocks Hit 20-Year High,"[""['^GSPC']""]",{'^GSPC': 0},0,{'^GSPC': 0.0014827787168125717}
2010-08-18,Corporate Takeovers Fuel Market Confidence,"[""['^GSPC']""]",{'^GSPC': 0},0,{'^GSPC': 0.0014827787168125717}
2010-08-18,S&P 500 Valuation Nears 16-Month Low,"[""['SPY']""]",{'SPY': 0},0,{'SPY': 0.0018250360833285129}
2010-08-18,Consumer Shares Lead Gains in S&P 500,"[""['SPY']""]",{'SPY': 0},0,{'SPY': 0.0018250360833285129}
2010-08-18,Energy Sector Falls 1.1% Amidst Overall Market Rise,"[""['XLE']""]",{'XLE': -1},-1,{'XLE': -0.00958895594916842}
2010-08-18,Homebuilders Rally on Potential Increase in Takeovers,"[""['XHB']""]",{'XHB': 1},1,{'XHB': 0.022084123275244893}
2010-08-18, U.S. Steel Corp. Surges on ArcelorMittal Takeover Speculation,"[""['X', 'MT']""]","{'X': 1, 'MT': 0}",1,"{'X': 0.04797105397980328, 'MT': -0.0025526793519480284}"
2010-08-18, Potash Corp. Shares Climb After BHP Billiton Takeover Offer,"[""['POT', 'BHP']""]",{'BHP': -1},-1,{'BHP': -0.02891337691455831}
2010-08-18," Global Takeovers Reach $1.26 Trillion, Up 20% from Last Year","[""['ACWI']""]",{'ACWI': 0},0,{'ACWI': 0.001709412192894888}
2010-08-18, European Stocks Drop After Four-Day Winning Streak,"[""['^STOXX50E']""]",{'^STOXX50E': 0},0,{'^STOXX50E': -0.0032984119787635713}
2010-08-18, German 30-Year Bond Yield Falls Below 3%,"[""['EWG']""]",{'EWG': 0},0,{'EWG': 0.0}
2010-08-18, Fed Continues Treasury Purchases to Support Economic Recovery,"[""['SPY']""]",{'SPY': 0},0,{'SPY': 0.0018250360833285129}
2010-08-18, Global Sovereign Bonds Outperform Stocks in 2010 Returns,"[""['ACWI']""]",{'ACWI': 0},0,{'ACWI': 0.001709412192894888}
2010-08-18, Julius Baer Predicts Low Yields for Next Two to Three Years,"[""['BAER.SW']""]",{'BAER.SW': 0},0,{'BAER.SW': -0.009459531633823515}
2010-08-18, Yen and Dollar Strengthen Against Major Currencies,"[""['FXY', 'UUP']""]","{'FXY': 0, 'UUP': 0}",0,"{'FXY': 0.0002590120823340314, 'UUP': 0.0012563222053507683}"
2010-08-18, Oil Prices Retreat on Surging Inventory Levels,"[""['CL=F']""]",{'CL=F': 0},0,{'CL=F': -0.004619222510591436}
2010-08-18, Copper and Agricultural Commodities See Varied Price Movements,"[""['JJC', 'DBA']""]",{'DBA': 0},0,{'DBA': 0.0}
2010-08-19,Stocks Fall as Philadelphia Manufacturing Shrinks Unexpectedly,"[""['SPY']""]",{'SPY': -1},-1,{'SPY': -0.01739704622078342}
2010-08-19,"Jobless Claims Rise to 500,000, Exceeding Estimates","[""['^GSPC']""]",{'^GSPC': -1},-1,{'^GSPC': -0.016935392189468268}
2010-08-19,Treasury Two-Year Yields Hit Record Low Amid Economic Concerns,"[""['^TNX']""]",{'^TNX': -1},-1,{'^TNX': -0.023475969510949435}
2010-08-19,Gold Futures Reach Highest Price Since Early July,"[""['GLD']""]",{'GLD': 0},0,{'GLD': 0.001414058952080799}
2010-08-19,Crude Oil Prices Decline 1.3 Percent to $74.45 a Barrel,"[""['CL=F']""]",{'CL=F': -1},-1,{'CL=F': -0.01312646364100778}
2010-08-19,S&P 500 Drops 12 Percent from Year's High on Recovery Slowdown,"[""['^GSPC']""]",{'^GSPC': -1},-1,{'^GSPC': -0.016935392189468268}
2010-08-19,"Philadelphia Fed Index Plunges, Signaling Economic Downturn","[""['SPY']""]",{'SPY': -1},-1,{'SPY': -0.01739704622078342}
2010-08-19,"Leading Economic Indicators Rise Slightly, Matching Forecasts","[""['ACWI']""]",{'ACWI': -1},-1,{'ACWI': -0.01584936454427377}
2010-08-19,"Alcoa, General Electric, and Bank of America Lead Market Declines","[""['AA', 'GE', 'BAC']""]","{'AA': -1, 'GE': -1, 'BAC': -1}",-1,"{'AA': -0.024702733987479797, 'GE': -0.028662301075913277, 'BAC': -0.022522232632018135}"
2010-08-19, Intel Corp. Acquires McAfee Inc. for $7.68 Billion,"[""['INTC', 'MCFE']""]",{'INTC': -1},-1,{'INTC': -0.03522181143166103}
2010-08-19," German Bundesbank Raises Growth Forecast, DAX Index Slumps","[""['EWG']""]",{'EWG': -1},-1,{'EWG': -0.020914457215563953}
2010-08-19, Holcim Ltd. Shares Fall After Earnings Miss Estimates,"[""['HCMLY']""]",{'HCMLY': -1},-1,{'HCMLY': -0.061776110248443095}
2010-08-19, HSBC Holdings Plc and Banco Santander SA Lead Banking Stock Declines,"[""['HSBC', 'SAN']""]","{'HSBC': -1, 'SAN': -1}",-1,"{'HSBC': -0.023132591580890094, 'SAN': -0.029244507383034857}"
2010-08-19, Dollar Strengthens as U.S. Economic Reports Dampen Confidence,"[""['DXY', 'SPY']""]",{'SPY': -1},-1,{'SPY': -0.01739704622078342}
2010-08-19, Yen and Swiss Franc Gain on Safe-Haven Demand,"[""['JPY=X', 'CHF=X']""]","{'JPY=X': 0, 'CHF=X': 0}",0,"{'JPY=X': -0.0018108391504921828, 'CHF=X': -0.0012552494821196358}"
2010-08-19, Malaysian Ringgit Hits 13-Year High After Strong Economic Growth Report,"[""['EWM']""]",{'EWM': 0},0,{'EWM': -0.003927944730522048}
2010-08-19, Vietnam's Dong Drops to Record Low Against Dollar,"[""['VNM']""]",{'VNM': -1},-1,{'VNM': -0.017713794175086894}
2010-08-19," U.S. Corporate Credit Risk Gauge Rises, Signaling Investor Concern","[""['SPY']""]",{'SPY': -1},-1,{'SPY': -0.01739704622078342}
2010-08-19, U.S. Mortgage Rates Reach Record Low for Ninth Consecutive Week,"[""['^GSPC']""]",{'^GSPC': -1},-1,{'^GSPC': -0.016935392189468268}
2010-08-19," Copper Prices Fall, Ending Three-Day Rising Streak","[""['HG=F']""]",{'HG=F': 0},0,{'HG=F': -0.009405751832242126}
2010-08-20,"Stocks, Commodities, and Euro Decline Amid U.S. Economic Recovery Concerns","[""['SPY', 'GSG', 'FXE']""]","{'SPY': 0, 'GSG': 0, 'FXE': -1}",0,"{'SPY': -0.0032444166414572484, 'GSG': -0.004579047677401582, 'FXE': -0.008610587965323213}"
2010-08-20,ECB's Weber Suggests Stimulus Should Continue Until 2021 Q1,"[""['EWG']""]",{'EWG': -1},-1,{'EWG': -0.020367479009361644}
2010-08-20,"S&P 500 Drops to Lowest in a Month, Extending Weekly Loss","[""['^GSPC']""]",{'^GSPC': 0},0,{'^GSPC': -0.0036630286052607985}
2010-08-20,Euro Slumps as Dollar Strengthens Against Major Counterparts,"[""['FXE', 'UUP']""]","{'FXE': -1, 'UUP': 1}",0,"{'FXE': -0.008610587965323213, 'UUP': 0.007095197341106196}"
2010-08-20,"U.S. Economic Growth Forecast to Slow, According to Bloomberg Survey","[""['SPY']""]",{'SPY': 0},0,{'SPY': -0.0032444166414572484}
2010-08-20,Defensive Assets Bias as Investors Fear Double Dip Recession,"[""['ACWI']""]",{'ACWI': -1},-1,{'ACWI': -0.008176277108128849}
2010-08-20,German Bund Yields Hit Record Lows After ECB Comments,"[""['EWG', 'FXE']""]","{'EWG': -1, 'FXE': -1}",-1,"{'EWG': -0.020367479009361644, 'FXE': -0.008610587965323213}"
2010-08-20,Shanghai Composite Index Falls on Inflation and Monetary Easing Concerns,"[""['000001.SS', 'ACWI']""]","{'000001.SS': -1, 'ACWI': -1}",-1,"{'000001.SS': -0.016991248471157294, 'ACWI': -0.008176277108128849}"
2010-08-20, JPMorgan Cuts China's Growth Forecasts for 2020 and 2021,"[""['JPM', 'MCHI']""]",{'JPM': 0},0,{'JPM': 0.0018886097731276585}
2010-08-20," Metals Prices Fall on London Metal Exchange Led by Lead, Tin, and Zinc","[""['^FTSE']""]",{'^FTSE': 0},0,{'^FTSE': -0.0030702512999939424}
2010-08-20, Corporate Bond Default Insurance Costs Rise Amid Slowing U.S. Growth Concerns,"[""['ACWI']""]",{'ACWI': -1},-1,{'ACWI': -0.008176277108128849}
2010-08-23,S&P 500 Hits Five-Week Low Amid Recession Fears,"[""['SPY']""]",{'SPY': 0},0,{'SPY': -0.0038125630597877214}
2010-08-23,Two-Year Treasury Yields Near Record Low,"[""['^TNX']""]",{'^TNX': 0},0,{'^TNX': -0.001914194503922273}
2010-08-23,Oil Prices Decline for Fourth Consecutive Day,"[""['CL=F']""]",{'CL=F': 0},0,{'CL=F': -0.004900634560825345}
2010-08-23,U.S. Economic Recovery Threatened by Weak Data,"[""['SPY']""]",{'SPY': 0},0,{'SPY': -0.0038125630597877214}
2010-08-23,U.S. Housing Market Slump May Hinder Economic Recovery,"[""['^GSPC']""]",{'^GSPC': 0},0,{'^GSPC': -0.004040306703826824}
2010-08-23,S&P 500 Companies Report 48 Percent EPS Growth,"[""['SPY']""]",{'SPY': 0},0,{'SPY': -0.0038125630597877214}
2010-08-23,"Global M&A Activity Reaches $1.29 Trillion, Up 23 Percent Year-Over-Year","[""['ACWI']""]",{'ACWI': 0},0,{'ACWI': -0.004996036112537627}
2010-08-23,European Stocks Rebound Led by Banking and Retail Sectors,"[""['^STOXX50E']""]",{'^STOXX50E': 1},1,{'^STOXX50E': 0.006376790878305227}
2010-08-23, Yen Strengthens as BOJ and Japanese PM Fail to Address Currency Rally,"[""['EWJ']""]",{'EWJ': -1},-1,{'EWJ': -0.006309188495453699}
2010-08-23, German Bond Yields Increase Following Record Lows,"[""['EWG']""]",{'EWG': 0},0,{'EWG': -0.004563983548097839}
2010-08-23, Rice Prices Set to Rally After Poor Grain Harvests,"[""['RJA']""]",{'RJA': 1},1,{'RJA': 0.0086206521934451}
2010-08-24,Stocks and Oil Prices Fall as Home Sales Plunge,"[""['SPY', 'CL=F']""]","{'SPY': -1, 'CL=F': -1}",-1,"{'SPY': -0.014843318658847138, 'CL=F': -0.020109456243334045}"
2010-08-24,Treasuries and Yen Rally Amid Economic Concerns,"[""['^TNX', '^FXY']""]",{'^TNX': -1},-1,{'^TNX': -0.04142694107878775}
2010-08-24,S&P 500 Hits Lowest Close Since Early July,"[""['^GSPC']""]",{'^GSPC': -1},-1,{'^GSPC': -0.014512432962598854}
2010-08-24,Nikkei 225 Enters Bear Market; MSCI World Index Drops,"[""['^N225', 'URTH']""]",{'^N225': -1},-1,{'^N225': -0.013332774891004706}
2010-08-24,Yen Reaches Highest Level Against Dollar Since 1995,"[""['^N225', '^DJI']""]","{'^N225': -1, '^DJI': -1}",-1,"{'^N225': -0.013332774891004706, '^DJI': -0.01316636137921079}"
2010-08-24,U.S. 10-Year Treasury Yields Hit 17-Month Low,"[""['^TNX']""]",{'^TNX': -1},-1,{'^TNX': -0.04142694107878775}
2010-08-24,Existing Home Sales Reach Lowest in a Decade,"[""['^GSPC']""]",{'^GSPC': -1},-1,{'^GSPC': -0.014512432962598854}
2010-08-24,Homebuilders' Stocks Rise After Citigroup Comments,"[""['C', 'XHB']""]","{'C': 0, 'XHB': 0}",0,"{'C': -0.010667036063079172, 'XHB': -0.006405762044360497}"
2010-08-24,Boeing and Alcoa Lead Dow Jones Industrial Average Decline,"[""['BA', 'AA', 'DJI']""]","{'BA': -1, 'AA': -1}",-1,"{'BA': -0.03744078570130349, 'AA': -0.02989408599619181}"
2010-08-24, Dell Considers Raising Bid for 3Par Inc.,"[""['DELL', 'PAR']""]",{'PAR': -1},-1,{'PAR': -0.022000026702880815}
2010-08-24, Record Low Yield in $37 Billion U.S. Two-Year Treasury Auction,"[""['^GSPC']""]",{'^GSPC': -1},-1,{'^GSPC': -0.014512432962598854}
2010-08-24, European Stocks Fall; CRH Plc and Vedanta Resources Plc Suffer Losses,"[""['CRH', 'VEDL', 'EFA']""]","{'CRH': -1, 'EFA': -1}",-1,"{'CRH': -0.15418760069941795, 'EFA': -0.0137423727607493}"
2010-08-24, German Government Bonds Yield Falls to Record Lows,"[""['EWG']""]",{'EWG': -1},-1,{'EWG': -0.013754043900665147}
2010-08-24, Irish and Greek Government Debt Spreads Widen to Record Levels,"[""['EIRL', 'GREK']""]",{'EIRL': -1},-1,{'EIRL': -0.040868897183453545}
2010-08-24, U.S. Corporate Credit Risk Rises to Seven-Week High,"[""['^GSPC']""]",{'^GSPC': -1},-1,{'^GSPC': -0.014512432962598854}
2010-08-24, Yen and Swiss Franc Appreciate; Pound Weakens,"[""['^N225', '^SSMI', '^FTSE']""]","{'^N225': -1, '^SSMI': -1, '^FTSE': -1}",-1,"{'^N225': -0.013332774891004706, '^SSMI': -0.010517848849653788, '^FTSE': -0.01505306938709261}"
2010-08-24, Chicago Board Options Exchange Volatility Index Jumps 6.5%,"[""['^VIX']""]",{'^VIX': 1},1,{'^VIX': 0.07014806109759508}
2010-08-24, Commodities Market Slips; Nickel and Crude Oil Prices Drop,"[""['JJN', 'CL=F']""]",{'CL=F': -1},-1,{'CL=F': -0.020109456243334045}
2010-08-24, Gold Prices Rebound as Investors Seek Safe Haven,"[""['GLD']""]",{'GLD': 1},1,{'GLD': 0.004842226055815635}
2010-08-24, MSCI Emerging Markets Index Drops; Philippine Stocks and Peso Fall,"[""['EEM', 'EPHE']""]",{'EEM': -1},-1,{'EEM': -0.012792064785834056}
2010-08-25,Asian Stocks Poised for Gains Amid Anticipation of Chinese Economic Data,"[""['MSCI']""]",{'MSCI': 0},0,{'MSCI': 0.003028156570463736}
2010-08-25,President Trump Outlines Phased Reopening Guidelines Amid COVID-19,"[""['SPY']""]",{'SPY': 1},1,{'SPY': 0.0038854461074733226}
2010-08-25,U.S. Stocks Close Higher; Boeing to Resume Plane Production,"[""['^GSPC', 'BA']""]","{'^GSPC': 1, 'BA': 0}",1,"{'^GSPC': 0.0032893427453595248, 'BA': -0.0027901048667458017}"
2010-08-25,Nasdaq 100 Erases 2020 Losses; Gilead's Drug Shows Patient Improvement,"[""['NDAQ', 'GILD']""]","{'NDAQ': 0, 'GILD': 1}",1,"{'NDAQ': -0.009548810537084451, 'GILD': 0.02274831143426259}"
2010-08-25,U.S. Dollar Strengthens; Treasury Yields Hold Steady,"[""['USD=X', '^TNX']""]",{'^TNX': 1},1,{'^TNX': 0.015606255782771417}
2010-08-25,Oil Prices Remain Below $20 a Barrel for Second Consecutive Day,"[""['CL=F']""]",{'CL=F': 1},1,{'CL=F': 0.012424953563794361}
2010-08-25,U.S. Unemployment Claims Reach 22 Million in Four Weeks,"[""['^GSPC']""]",{'^GSPC': 1},1,{'^GSPC': 0.0032893427453595248}
2010-08-25,March Sees Largest Drop in New Home Construction Since 1984,"[""['^GSPC']""]",{'^GSPC': 1},1,{'^GSPC': 0.0032893427453595248}
2010-08-25, S&P 500 Sees 0.6% Increase; Futures Rise in Japan and Australia,"[""['SPY']""]",{'SPY': 1},1,{'SPY': 0.0038854461074733226}
2010-08-25, Euro and Yen Exchange Rates Against Dollar in Current Trading,"[""['FXE', 'FXY', 'UUP']""]","{'FXE': 0, 'FXY': -1, 'UUP': 1}",0,"{'FXE': -0.0016628690063935636, 'FXY': -0.006290894168562322, 'UUP': 0.0016570001529638834}"
